#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#St, _2MASS, Rmag, Kmag, pmRA, pmDE, SpT1, mbol, DMph, DMkin, RV, vsini, SpT, EWHa, EWLi, Mm, u_Mm, n_Mm, f_Mm, Opt, Denis, _RA, _DE, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA_, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@string, string, float, float, float, float, string, float, float, float, float, float, string, float, float, string, string, string, string, float, float, ra, dec, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
St,_2MASS,Rmag,Kmag,pmRA,pmDE,SpT1,mbol,DMph,DMkin,RV,vsini,SpT,EWHa,EWLi,Mm,u_Mm,n_Mm,f_Mm,Opt,Denis,_RA,_DE,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA_,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag_,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag_,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
b'C',b'03204757-5041330',11.8000001907349,8.5600004196167,81.8000030517578,6.09999990463257,b'M1.1',11.0600004196167,3.03999996185303,3.40000009536743,17.3999996185303,4.40000009536743,b'M1.5',-0.790000021457672,-2,b'N',b'',b'H{alpha}',b'',2,1,50.19821,-50.6925,50.19821,-50.6925,200767965,50.198243,-50.692508,88.9247,11.2251,10.814,STAR,2mass,0.0805801313670275,20180610,,,197-003068,03204757-5041330,,J032047.67-504133.0,4737112944804903040,25517473,,tmgaia,4.05396,4.054,hsoy,NaN,NaN,,262.998061,-53.232473,18.887393,-64.621911,14.45,0.083,13.096,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.408,0.024,8.786,0.023,8.561,0.022,AAA-222-111-000-0-0,49.9,8.428,0.023,8.329,0.02,8.216,0.02,7.89,0.135,11.8093,0.000345996,0.018,gaiaj,,3489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0132761,NaN,14,0.0004717984,,,NaN
b'C',b'04000382-2902165',9.69999980926514,7.19999980926514,78.6999969482422,-12.5,b'K7.2',9.4399995803833,2.41000008583069,3.29999995231628,14.1999998092651,69.8000030517578,b'K4.6',-2.25999999046326,347.899993896484,b'Y',b'',b'Li',b'',2,1,60.01592,-29.03792,60.01592,-29.03792,44670258,60.015941,-29.037933,68.2426,-15.0371,8.92,STAR,2mass,0.0809879619883387,20180610,,6461-01120-1,305-004248,04000382-2902165,,J040003.91-290217.7,4888246246881794688,,,tmgaia,0.570214,0.783412,tgas,21.7178,0.225089,tgas,227.021641,-48.629084,48.94801,-48.293827,11.442,0.065,10.377,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.964,0.026,7.386,0.042,7.201,0.026,AAA-111-111-ddd-0-0,11.6,6.66,0.025,5.502,0.016,5.867,0.016,6.606,0.057,9.62238,0.000345996,0.018,gaiaj,tplx,4171,172,4.22238,0.199542,NaN,NaN,1.03605,0.205432,0.652705,0.0756177,2.09393,0.598639,GIANT,0.1253601,0.02389307,46.04509,0.472327,0.00734689,NaN,0,NaN,,,NaN
b'C',b'23131671-4933154',13.3999996185303,8.92000007629395,77.4000015258789,-90.4000015258789,b'M4.1',11.6000003814697,1.58000004291534,3.09999990463257,0.300000011920929,8.10000038146973,b'M3.5',-12.6400003433228,31.3999996185303,b'Y',b'',b'RV',b'',2,0,348.31962,-49.55428,348.31962,-49.55428,197960398,348.319629,-49.554302,77.1948,-88.6147,11.421,STAR,2mass,0.0819416156399843,20180610,,,203-193525,23131671-4933154,,J231316.79-493316.4,6503059735774760960,24605480,,tmgaia,4.77763,4.77763,hsoy,NaN,NaN,,336.35814,-60.717805,326.329524,-40.239252,15.803,0.061,14.365,0.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.763,0.022,9.14,0.023,8.921,0.023,AAA-222-111-000-0-0,74.7,8.766,0.023,8.583,0.02,8.438,0.024,8.225,0.28,12.5669,0.000451571,0.017,gaiaj,,3172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.00980097,NaN,10,0.0002013533,,,NaN
b'C',b'05233951-3227031',8.89999961853027,6.94000005722046,38.7000007629395,5.09999990463257,b'K4.0',9.10000038146973,2.54999995231628,4,74,7.19999980926514,b'G6.0',1.00999999046326,-9.30000019073486,b'N',b'',b'Li',b'',2,1,80.91462,-32.45086,80.91462,-32.45086,78076918,80.914638,-32.450877,35.6568,4.67729,8.493,STAR,2mass,0.0820701987924043,20180610,,7048-00321-1,288-007022,05233951-3227031,,J052339.53-322703.0,4826430741095126400,15119363,,tmgaia,0.770003,0.715268,tgas,2.39476,0.218017,tgas,236.02535,-31.69086,76.406705,-55.46226,10.535,0.046,9.517,0.004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.639,0.034,7.133,0.046,6.938,0.027,AAA-111-111-000-0-0,31.4,6.883,0.063,6.948,0.021,6.89,0.016,6.83,0.071,9.12426,0.000345996,0.021,gaiaj,tplx,4624,176,2.34667,0.380132,NaN,NaN,9.62833,2.09549,0.733252,0.0874713,1.66256,0.584006,GIANT,0.2386436,0.0558854,417.5776,34.8437,0.0152329,NaN,0,NaN,,,NaN
b'C',b'02383255-7528065',15.3000001907349,10.8000001907349,77.0999984741211,5.5,b'M4.7',13.6099996566772,2.92000007629395,3.59999990463257,12.3000001907349,8.69999980926514,b'M4.1',-8.78999996185303,-88.9000015258789,b'Y',b'',b'RV',b'',2,3,39.63562,-75.46847,39.63562,-75.46847,238876720,39.635656,-75.468491,77.2945,7.94581,13.54,STAR,2mass,0.0822970094396066,20180610,,,073-002133,02383255-7528065,,J023832.78-752806.4,4640154436055395200,,,tmgaia,3.43921,3.4392,hsoy,NaN,NaN,,294.465242,-39.848596,309.049299,-72.138177,18.469,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.67,0.023,11.118,0.022,10.804,0.021,AAA-222-111-000-0-0,22.1,10.62,0.022,10.404,0.02,10.255,0.049,9.495,NaN,14.803,0.00137657,0.017,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0474905,NaN,0,NaN,,,NaN
b'C',b'01505688-5844032',12.6000003814697,8.64000034332275,91.3000030517578,-24.8999996185303,b'M2.9',11.289999961853,2.25999999046326,3.29999995231628,11.1000003814697,10.1000003814697,b'M3.0',-6.38000011444092,-17.5,b'Y',b'',b'RV',b'',2,1,27.737,-58.73422,27.737,-58.73422,231020638,27.737039,-58.734231,94.2905,-24.1466,11.109,STAR,2mass,0.0829338489780622,20180610,,,157-001576,01505688-5844032,,J015057.02-584403.4,4717948628931450496,27163232,,tmgaia,1.25903,1.25902,hsoy,NaN,NaN,,288.869777,-56.739686,345.548552,-61.680982,15.124,0.094,13.749,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.54,0.024,8.873,0.046,8.635,0.02,AAA-212-111-000-0-0,22,8.559,0.022,8.411,0.02,8.283,0.02,8.327,0.22,12.2031,0.000380499,0.017,gaiaj,,3283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.018318,NaN,17,0.003717064,,,NaN
b'C',b'00514081-5913320',14.6999998092651,10.3999996185303,98,-50.2999992370605,b'M4.1',13.1099996566772,3.07999992370605,3.09999990463257,6.30000019073486,20.6000003814697,b'M4.4',-6.01000022888184,257.200012207031,b'Y',b'',b'Li',b'',2,1,12.92004,-59.22556,12.92004,-59.22556,281779297,12.920061,-59.225581,108.55,-47.8501,13.075,STAR,2mass,0.0849212283709304,20180610,,,154-000768,00514081-5913320,,J005140.94-591332.6,4903837940239222400,,,tmgaia,3.85268,3.85268,hsoy,NaN,NaN,,302.873585,-57.902642,334.599969,-56.490751,17.972,0.162,16.348,0.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.277,0.022,10.7,0.025,10.397,0.023,AAA-222-111-000-0-0,9.6,10.207,0.024,9.987,0.021,9.775,0.046,8.49,0.294,14.2992,0.0010545,0.017,gaiaj,,3038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.016263,NaN,20,0.03261788,,,NaN
b'C',b'04435860-3643188',14.8000001907349,9.86999988555908,54.0999984741211,-2.09999990463257,b'M3.5',12.5200004577637,3.00999999046326,3.70000004768372,19.3999996185303,8.5,b'M3.6',-7.98999977111816,-3.29999995231628,b'Y',b'',b'RV',b'',2,1,70.99417,-36.72189,70.99417,-36.72189,77339881,70.994193,-36.721905,57.3664,-0.495684,12.378,STAR,2mass,0.0855612388624327,20180610,,,267-005018,04435860-3643188,,J044358.65-364318.8,4866413313208360320,17553178,,tmgaia,3.92396,3.92396,hsoy,NaN,NaN,,239.41788,-40.485139,60.290743,-58.216831,17.273,0.162,15.539,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.714,0.023,10.108,0.022,9.866,0.021,AAA-222-111-000-0-0,27.8,9.722,0.023,9.523,0.02,9.342,0.032,8.9,0.371,13.5273,0.000715982,0.017,gaiaj,,3110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0145738,NaN,31,0.009902575,,,NaN
b'C',b'04444511-3714380',10.5,8.36999988555908,42.7999992370605,0.800000011920929,b'K4.0',10.5,3.95000004768372,4.19999980926514,64.5999984741211,4,b'G6.3',1.16999995708466,10.8000001907349,b'N',b'',b'Li',b'',2,0,71.18796,-37.24389,71.18796,-37.24389,77340485,71.187985,-37.243903,40.9732,3.85879,9.831,STAR,2mass,0.0855767893754383,20180610,,7045-00176-1,264-005207,04444511-3714380,,J044445.15-371438.1,4866334560688201984,17553590,,tmgaia,0.547598,0.787909,tgas,1.43577,0.244592,tgas,240.121688,-40.387736,60.331452,-58.760883,11.794,0.128,11.002,0.009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.039,0.023,8.476,0.063,8.366,0.023,AAA-111-111-000-0-0,10.6,8.285,0.023,8.356,0.02,8.262,0.021,8.271,0.238,10.4163,0.000345996,0.018,gaiaj,tplx,4476,168,2.43688,0.676232,NaN,NaN,9.05453,3.05837,0.702157,0.0836264,1.79005,0.583512,GIANT,0.1937762,0.04211076,696.4913,101.381,0.0139724,NaN,0,NaN,,,NaN
b'C',b'02564708-6343027',12.6999998092651,9.01000022888184,67.4000015258789,8.80000019073486,b'M3.2',11.6300001144409,2.38000011444092,3.90000009536743,16.7000007629395,27,b'M3.6',-9.31999969482422,9.19999980926514,b'Y',b'',b'RV',b'',2,1,44.19617,-63.71742,44.19617,-63.71742,220556639,44.196208,-63.717437,70.5708,14.4028,11.483,STAR,2mass,0.0861089435666023,20180610,,,132-002539,02564708-6343027,,J025647.17-634302.6,4721078629298085760,,,tmgaia,3.90604,3.90604,hsoy,NaN,NaN,,282.720975,-48.197167,346.974016,-70.982793,16.271,0.162,14.524,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.863,0.026,9.218,0.025,9.012,0.026,AAA-222-111-000-0-0,16.3,8.799,0.023,8.63,0.02,8.488,0.021,8.246,0.176,12.6067,0.000460148,0.018,gaiaj,,3173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0369067,NaN,20,0.1343903,,,NaN
b'C',b'03291649-3702502',14.1000003814697,9.77999973297119,89.8000030517578,-20.7999992370605,b'M3.7',12.460000038147,2.78999996185303,3.09999990463257,13,20.3999996185303,b'M4.1',-10.0100002288818,-36.2999992370605,b'Y',b'',b'RV',b'',3,0,52.31871,-37.04728,52.31871,-37.04728,308305105,52.31874,-37.047279,NaN,NaN,12.375,STAR,2mass,0.0862741142668651,20180610,,,265-003572,03291649-3702502,,J032916.58-370250.2,4859766765421283584,17516850,,tmgaia,NaN,NaN,,NaN,NaN,,239.64011,-55.401427,34.863966,-53.515824,16.928,0.026,15.583,0.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.649,0.026,10.04,0.021,9.784,0.023,AAA-222-111-000-0-0,73.1,9.612,0.023,9.412,0.02,9.253,0.028,8.875,0.324,13.5591,0.00072724,0.018,gaiaj,,3074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0115259,NaN,14,0.0001855278,,,NaN
b'C',b'02441466-5221318',9,7.23999977111816,77,-7.59999990463257,b'K3.0',9.25,2.94000005722046,3.59999990463257,14.6999998092651,4.59999990463257,b'G2.0',1.22000002861023,29.1000003814697,b'N',b'',b'Li',b'',2,2,41.06108,-52.35883,41.06108,-52.35883,231272485,41.061111,-52.358845,79.4319,-8.87791,8.698,STAR,2mass,0.0869551616944034,20180610,,8056-00155-1,189-002436,02441466-5221318,,J024414.76-522131.8,4742220588632774656,24703168,,tmgaia,0.385135,0.642164,tgas,2.01014,0.269644,tgas,270.78918,-57.148285,6.574604,-62.384708,10.507,0.045,9.586,0.004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.911,0.021,7.366,0.055,7.242,0.029,AAA-111-111-000-0-0,7.9,7.103,0.045,7.253,0.02,7.19,0.016,6.981,0.071,9.281,0.000345996,0.017,gaiaj,tplx,4721.9,68,1.61,0.15,-1.52,0.14,10.6392,2.71695,0.757746,0.0894735,1.57863,0.538687,GIANT,0.2742136,0.06238125,497.4777,58.8397,0.0342101,NaN,0,NaN,,,NaN
b'C',b'02543316-5108313',11.1000003814697,7.78000020980835,92.6999969482422,-13,b'M1.4',10.3400001525879,2.1800000667572,3.20000004768372,13.8000001907349,5.19999980926514,b'M1.1',-2.46000003814697,-1.20000004768372,b'Y',b'',b'RV',b'',2,0,43.63817,-51.14203,43.63817,-51.14203,231286446,43.638186,-51.142052,86.2052,-10.2412,10.04,STAR,2mass,0.0870550312552201,20180610,,,195-002544,02543316-5108313,,J025433.27-510831.4,4748158982215304832,25514856,,tmgaia,4.9604,4.9604,hsoy,NaN,NaN,,267.259926,-56.595118,10.906075,-62.45775,13.533,0.044,12.252,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.668,0.027,8.074,0.055,7.785,0.033,AAA-111-111-000-0-0,15.3,7.584,0.031,7.527,0.02,7.431,0.016,7.341,0.09,11.0152,0.000345996,0.018,gaiaj,,3527,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.0299558,NaN,0,NaN,,,NaN
b'C',b'04475779-5035200',14.3000001907349,10.0200004577637,47.9000015258789,17.7999992370605,b'M4.1',12.7299995422363,2.70000004768372,3.90000009536743,18.6000003814697,12.1999998092651,b'M4.0',-8.13000011444092,-16.6000003814697,b'Y',b'',b'RV',b'',3,0,71.99079,-50.58889,71.99079,-50.58889,259573373,71.990828,-50.588894,NaN,NaN,12.874,STAR,2mass,0.0880372935220041,20180610,,,198-004996,04475779-5035200,,J044757.84-503519.7,4784592055918721920,25529239,,tmgaia,NaN,NaN,,NaN,NaN,,257.621964,-39.956198,51.484367,-71.626962,17.339,0.243,15.868,0.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.868,0.024,10.302,0.022,10.021,0.023,AAA-222-111-000-0-0,36,9.826,0.023,9.63,0.02,9.45,0.028,9.376,NaN,14.2078,0.00100608,0.017,gaiaj,,3054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.00879956,NaN,20,0.3475416,,,NaN
b'C',b'21380269-5744583',14.6999998092651,9.98999977111816,40.2000007629395,-97.3000030517578,b'M4.5',12.7600002288818,2.28999996185303,3.29999995231628,-0.5,15.6000003814697,b'M3.7',-4.69999980926514,-33.0999984741211,b'Y',b'',b'RV',b'',2,2,324.51121,-57.74953,324.51121,-57.74953,316854083,324.511219,-57.749554,40.9313,-96.7428,12.551,STAR,2mass,0.0881128872505849,20180610,,,162-209193,21380269-5744583,,J213802.73-574459.3,6459020481152501632,29667698,,tmgaia,5.00184,5.00188,hsoy,NaN,NaN,,336.938945,-44.528688,304.994764,-40.746146,16.942,-0.071,15.701,0.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.874,0.026,10.277,0.022,9.993,0.023,AAA-222-111-000-0-0,18,9.829,0.022,9.634,0.021,9.427,0.036,8.646,NaN,13.7071,0.000782191,0.018,gaiaj,,3112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0293991,NaN,25,0.04602576,,,NaN
b'C',b'03050556-5317182',15.3999996185303,10.2600002288818,89.4000015258789,-11.3000001907349,b'M5.1',13.1000003814697,1.98000001907349,3.20000004768372,12.1000003814697,20.7000007629395,b'M4.7',-8.94999980926514,-44.7999992370605,b'Y',b'',b'RV',b'',2,1,46.27317,-53.28839,46.27317,-53.28839,339607562,46.273205,-53.288403,88.3325,-7.77604,12.977,STAR,2mass,0.0886765308202536,20180610,,,184-002707,03050556-5317182,,J030505.66-531718.4,4734936117941300480,26131018,,tmgaia,3.39922,3.39922,hsoy,NaN,NaN,,268.816787,-54.059816,10.617686,-65.140108,17.877,-0.263,16.645,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.135,0.023,10.576,0.023,10.261,0.021,AAA-222-111-000-0-0,42.8,10.08,0.022,9.864,0.02,9.68,0.034,8.809,NaN,14.2241,0.00101454,0.017,gaiaj,,2923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0143957,NaN,11,0.001488514,,,NaN
b'C',b'20273570-4202324',15.1000003814697,10.8999996185303,16.1000003814697,-60.7000007629395,b'M3.2',13.5600004196167,4.30999994277954,4.40000009536743,5.69999980926514,7.80000019073486,b'M3.5',-9.02000045776367,-29.2000007629395,b'N',b'?',b'RV',b'',2,1,306.89875,-42.04233,306.89875,-42.04233,139055819,306.898778,-42.042344,12.8526,-60.6276,13.423,STAR,2mass,0.0902443942472321,20180610,,,240-178128,20273570-4202324,,J202735.71-420233.1,6679754930850668800,,,tmgaia,3.14099,3.14099,hsoy,NaN,NaN,,358.898137,-35.072298,298.793986,-22.221057,18.172,0.162,16.663,0.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.702,0.022,11.155,0.024,10.897,0.025,AAA-222-111-000-0-0,26.7,10.746,0.023,10.553,0.02,10.413,0.08,8.201,NaN,14.6032,0.00123645,0.017,gaiaj,,3075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0524368,NaN,57,0.007529833,,,NaN
b'C',b'22444835-6650032',15.1999998092651,10.1400003433228,66.8000030517578,-80.4000015258789,b'M4.8',12.9399995803833,2.15000009536743,3.29999995231628,0.699999988079071,15.3999996185303,b'M4.8',-7.21000003814697,510.700012207031,b'Y',b'',b'Li',b'',2,2,341.20146,-66.83422,341.20146,-66.83422,238831201,341.201482,-66.834244,NaN,NaN,13.254,STAR,2mass,0.0918460670399185,20180610,,,116-145669,22444835-6650032,,J224448.47-665004.0,,,,2mass,NaN,NaN,,NaN,NaN,,320.167414,-45.826609,307.690124,-52.474368,17.964,0.164,16.82,0.275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.03,0.026,10.413,0.021,10.143,0.024,AAA-222-111-000-0-0,31.4,9.928,0.023,9.689,0.021,9.476,0.039,9.179,0.53,NaN,NaN,0.1,vjk,,2874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0296438,NaN,28,0.01066111,,,NaN
b'C',b'02105538-4603588',10.3000001907349,8.60999965667725,54.7999992370605,-21.2000007629395,b'K3.2',10.6400003433228,4.28000020980835,4.40000009536743,24.7000007629395,19.7999992370605,b'K4.2',-0.759999990463257,215.300003051758,b'Y',b'',b'Li',b'',2,0,32.73075,-46.06633,32.73075,-46.06633,7242537,32.730786,-46.066336,57.9621,-25.0312,10.279,STAR,2mass,0.0924776647560891,20180610,,8042-01050-1,220-002040,02105538-4603588,,J021055.45-460358.9,4943150841050919680,22154064,,tmgaia,1.91825,2.36216,tgas,12.1002,0.976819,tgas,268.450495,-65.38171,5.649065,-54.090392,12.75,0.208,11.136,0.047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.288,0.021,8.752,0.021,8.614,0.022,AAA-222-111-000-0-0,5.3,8.553,0.023,8.545,0.02,8.432,0.025,8.293,0.225,11.0059,0.000345996,0.017,gaiaj,tplx,4569,169,4.34704,0.35527,NaN,NaN,0.942283,0.195373,0.721129,0.0858985,1.70963,0.585666,GIANT,0.2208278,0.0504326,82.64311,6.17321,0.0155664,NaN,0,NaN,,,NaN
b'C',b'23424333-6224564',14.8999996185303,10.4099998474121,80.9000015258789,-61.5999984741211,b'M4.4',13.1800003051758,2.8199999332428,3.29999995231628,5.09999990463257,17.7999992370605,b'M4.3',-36.7599983215332,34.5999984741211,b'Y',b'',b'RV',b'',2,1,355.68054,-62.41567,355.68054,-62.41567,350215424,355.680575,-62.41569,80.9644,-69.971,13.165,STAR,2mass,0.0926720491176098,20180610,,,138-194371,23424333-6224564,,J234243.46-622457.2,6486292630128977792,,,tmgaia,3.09825,3.09825,hsoy,NaN,NaN,,316.045217,-52.928014,320.210686,-53.065169,17.873,0.162,16.816,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.298,0.026,10.759,0.023,10.415,0.021,AAA-222-111-000-0-0,11.1,10.247,0.023,10.02,0.02,9.774,0.043,8.932,0.457,14.4259,0.00112617,0.018,gaiaj,,2919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0252005,NaN,27,0.001687044,,,NaN
b'C',b'02153328-5627175',16.2999992370605,10.9499998092651,98.5999984741211,-29.2999992370605,b'M4.9',13.8100004196167,2.91000008583069,3.09999990463257,11.3000001907349,47.2999992370605,b'M6.2',-13.6899995803833,177.699996948242,b'Y',b'',b'Li',b'',1,1,33.88867,-56.45486,33.88867,-56.45486,201789285,33.888688,-56.454884,NaN,NaN,14.057,STAR,2mass,0.0935263470014846,20180610,,,,02153328-5627175,,J021533.39-562717.6,,,,2mass,NaN,NaN,,NaN,NaN,,281.554259,-57.043785,353.922964,-62.528164,19.145,0.167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.928,0.024,11.323,0.025,10.952,0.021,AAA-222-111-000-0-0,10.2,10.659,0.022,10.4,0.02,10.159,0.053,8.597,NaN,NaN,NaN,0.176,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'C',b'04021648-1521297',9.5,7.57000017166138,68.6999969482422,-27.8999996185303,b'K4.1',9.69999980926514,3.14000010490417,3.59999990463257,14.3000001907349,5.40000009536743,b'K3.4',0.0599999986588955,218,b'Y',b'',b'Li',b'',2,0,60.56867,-15.35825,60.56867,-15.35825,70596114,60.568678,-15.358275,66.1976,-26.5996,9.047,STAR,2mass,0.0941873497569064,20180610,,5882-01169-1,374-004816,04021648-1521297,,J040216.53-152130.1,5109911776771123200,7540401,,tmgaia,1.3457,1.19899,tgas,18.4266,0.225014,tgas,208.11157,-44.286778,54.53665,-35.244651,11.187,0.105,10.164,0.009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.228,0.018,7.703,0.047,7.573,0.02,AAA-111-111-000-0-0,48.6,7.539,0.028,7.564,0.021,7.483,0.019,7.155,0.108,9.65174,0.000345996,0.017,gaiaj,tplx,4580,176,4.37499,0.218875,NaN,NaN,0.939054,0.141096,0.723503,0.0864966,1.7002,0.587782,GIANT,0.2242763,0.05169018,54.26925,0.654705,0.0377203,NaN,0,NaN,,,NaN
